Acct Number,Posting Date,Billing Date,Transaction Date,Transaction Amount,Transaction Code,Merchant Name,Merchant City,Merchant State,Merchant Category Code,Merchant Type,SIC Code Group Type,Presentation
987654321,11/29/2013,12/16/2013,11/27/2013,65.28,5,MARSH #090,INDIANAPOLIS,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,11/29/2013,12/16/2013,11/27/2013,14.64,5,HARDEES,GAS CITY,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,12/2/2013,12/16/2013,11/29/2013,24.97,5,PIZZA HUT,WESTFIELD,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,12/2/2013,12/16/2013,11/29/2013,46.99,5,KROGER FUEL #2970,WESTFIELD,IN,5541,Service Stations ( with or without ancillary services),Gas Stations,Gas
987654321,12/2/2013,12/16/2013,11/30/2013,-1948.78,65,PAYMENT - THANK YOU,,,,#N/A,#N/A,#N/A
987654321,12/3/2013,12/16/2013,12/1/2013,27.27,5,MACY*S .COM #0129,MASON,OH,5311,Department Stores,Department Stores,Retail
987654321,12/3/2013,12/16/2013,12/1/2013,45.25,5,MEIJER #130,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/3/2013,12/16/2013,12/1/2013,154.86,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/3/2013,12/16/2013,12/1/2013,13.91,5,MCDONALD'S F14340,ZIONSVILLE,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,12/4/2013,12/16/2013,12/2/2013,87.73,5,MACY*S .COM #0129,MASON,OH,5311,Department Stores,Department Stores,Retail
987654321,12/5/2013,12/16/2013,12/2/2013,62.96,5,SHOEBUY.COM,888-200-8414,MA,5969,Direct Marketing ? Not Elsewhere Classified,Mail Orders,Retail
987654321,12/4/2013,12/16/2013,12/3/2013,198.32,5,OLLIES BARGAIN OUTLET 15,CARMEL,IN,5310,Discount Stores,Discount Stores,Retail
987654321,12/4/2013,12/16/2013,12/3/2013,4.96,5,MEIJER #130,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/4/2013,12/16/2013,12/3/2013,58.76,5,MEIJER #130,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/5/2013,12/16/2013,12/3/2013,73.77,5,MACY'S EAST #598,INDIANAPOLIS,IN,5311,Department Stores,Department Stores,Retail
987654321,12/5/2013,12/16/2013,12/3/2013,365.89,5,MACY'S EAST #598,INDIANAPOLIS,IN,5311,Department Stores,Department Stores,Retail
987654321,12/5/2013,12/16/2013,12/4/2013,28.58,5,FAZOLI'S #1618,INDIANAPOLIS,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,12/6/2013,12/16/2013,12/4/2013,69.55,5,CHICO S-DIRECT #801,FORT MYERS,FL,5965,Direct Marketing ? Catalog and Catalog and Retail Merchant,Mail Orders,Retail
987654321,12/6/2013,12/16/2013,12/4/2013,161.26,5,CARTER'S #312,INDIANAPOLIS,IN,5641,Children?s and Infant?s Wear Stores,Clothing Stores,Retail
987654321,12/6/2013,12/16/2013,12/4/2013,79.95,5,LAYLA GRAYCE,6263562133,CA,5712,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",Interior Furnishing Stores,Housing
987654321,12/9/2013,12/16/2013,12/4/2013,207,5,VENUS.COM,WWW.VENUS.COM,FL,5965,Direct Marketing ? Catalog and Catalog and Retail Merchant,Mail Orders,Retail
987654321,12/9/2013,12/16/2013,12/5/2013,50.33,5,GFS MKTPLC #1957,INDIANAPOLIS,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/9/2013,12/16/2013,12/5/2013,123.05,5,NORDSTROM DIRECT #0808,CEDAR RAPIDS,IA,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,12/9/2013,12/16/2013,12/5/2013,98.34,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/9/2013,12/16/2013,12/6/2013,57.78,5,JUICYCOUTURE.COM,888-908-1160,PA,5969,Direct Marketing ? Not Elsewhere Classified,Mail Orders,Retail
987654321,12/10/2013,12/16/2013,12/8/2013,74.75,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,12/10/2013,12/16/2013,12/9/2013,25,5,MENARDS - 3598,EAU CLAIRE,WI,5200,Home Supply Warehouse Stores,Interior Furnishing Stores,Housing
987654321,12/10/2013,12/16/2013,12/9/2013,90.18,5,FILTERS FAST,INDIAN TRAIL,NC,5999,Miscellaneous and Specialty Retail Stores,Other Retail,Retail
987654321,12/10/2013,12/16/2013,12/9/2013,8.95,5,GRAPEVINE COTTAGE,ZIONSVILLE,IN,5499,Misc. Food Stores ? Convenience Stores and Specialty Markets,Food Stores,Grocery
987654321,12/11/2013,12/16/2013,12/9/2013,36.9,5,HOT BOX PIZZA - ZIONSV,ZIONSVILLE,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,12/11/2013,12/16/2013,12/9/2013,14.1,5,CRATEANDBARREL WEB,NAPERVILLE,IL,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,12/12/2013,12/16/2013,12/9/2013,95.98,5,EASTBAY,WAUSAU,WI,5965,Direct Marketing ? Catalog and Catalog and Retail Merchant,Mail Orders,Retail
987654321,12/13/2013,12/16/2013,12/9/2013,75,5,CABELAS.COM,800-2374444,NE,5965,Direct Marketing ? Catalog and Catalog and Retail Merchant,Mail Orders,Retail
987654321,12/13/2013,12/16/2013,12/9/2013,70.61,5,AMAZON MKTPLACE PMTS,AMZN.COM/BILL,WA,5969,Direct Marketing ? Not Elsewhere Classified,Mail Orders,Retail
987654321,12/13/2013,12/16/2013,12/9/2013,52.65,5,AMAZON MKTPLACE PMTS,AMZN.COM/BILL,WA,5969,Direct Marketing ? Not Elsewhere Classified,Mail Orders,Retail
987654321,12/12/2013,12/16/2013,12/10/2013,25,5,WWW.KOHLS.COM #0873,MIDDLETOWN,OH,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,12/11/2013,12/16/2013,12/11/2013,12,5,GAN*INDIANANEWSPAPRCIR,888-426-0491,IN,5968,Direct Marketing ? Continuity/Subscription Merchant,Mail Orders,Retail
987654321,12/12/2013,12/16/2013,12/11/2013,47.61,5,THOMPSON CIGAR,800-216-7107,FL,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,12/13/2013,12/16/2013,12/11/2013,165.11,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/13/2013,12/16/2013,12/11/2013,25,5,MEIJER #490 MEIJER.COM,GRAND RAPIDS,MI,5969,Direct Marketing ? Not Elsewhere Classified,Mail Orders,Retail
987654321,12/13/2013,12/16/2013,12/11/2013,59.09,5,TILLAMOOK COUNTRY SMOKER,503-3772222,OR,5499,Misc. Food Stores ? Convenience Stores and Specialty Markets,Food Stores,Grocery
987654321,12/13/2013,12/16/2013,12/12/2013,18.95,5,ONSTAR,888-4ONSTAR,MI,4899,Cable and other pay television (previously Cable Services),Utilities,Housing
987654321,12/13/2013,12/16/2013,12/12/2013,68,5,CONNER PRAIRIE-BOX OFFIC,FISHERS,IN,5999,Miscellaneous and Specialty Retail Stores,Other Retail,Retail
987654321,12/16/2013,12/16/2013,12/12/2013,56.56,5,SHOPTRN*GRANDGIFT,877-412-7467,CA,5969,Direct Marketing ? Not Elsewhere Classified,Mail Orders,Retail
987654321,12/16/2013,12/16/2013,12/12/2013,55.43,5,BANANA REPUBLIC ON-LINE,888-BRSTYLE,OH,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,12/16/2013,12/16/2013,12/13/2013,69.9,5,HARRY & IZZY'S,INDIANAPOLIS,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,12/16/2013,12/16/2013,12/13/2013,10.69,5,MEIJER #130,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/17/2013,1/15/2014,12/15/2013,28.78,5,ABUELOS INDIANAPOLIS,INDIANAPOLIS,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,12/19/2013,1/15/2014,12/15/2013,47.06,5,SEPHORA.COM,877-SEPHORA,CA,5947,"Card Shops, Gift, Novelty, and Souvenir Shops",Other Retail,Retail
987654321,12/18/2013,1/15/2014,12/16/2013,-40.44,6,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,12/18/2013,1/15/2014,12/16/2013,18.3,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,12/18/2013,1/15/2014,12/16/2013,4.7,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,12/18/2013,1/15/2014,12/16/2013,33.98,5,WISCONSIN RIVER MEATS,MAUSTON,WI,5422,Freezer and Locker Meat Provisioners/Meat Provisioners ? Freezer and Locker,Food Stores,Grocery
987654321,12/17/2013,1/15/2014,12/17/2013,-675,58,REWARDS CASH BACK,OMAHA,NE,0,#N/A,#N/A,#N/A
987654321,12/18/2013,1/15/2014,12/17/2013,120.46,5,MENARDS - 3083,CARMEL,IN,5200,Home Supply Warehouse Stores,Interior Furnishing Stores,Housing
987654321,12/18/2013,1/15/2014,12/17/2013,42.79,5,ANYTHING CHRISTMAS,ZIONSVILLE,IN,5945,"Hobby, Toy, and Game Shops",Sporting Goods/Toy Stores,Retail
987654321,12/19/2013,1/15/2014,12/17/2013,12.08,5,WENDYS-TFL #0323,CARMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,12/19/2013,1/15/2014,12/17/2013,26.72,5,BON-TON INC ONLINE #905,YORK,PA,5965,Direct Marketing ? Catalog and Catalog and Retail Merchant,Mail Orders,Retail
987654321,12/19/2013,1/15/2014,12/17/2013,33.15,5,HOLIDAY MALL PHOTOS -,CARMEL,IN,7221,Photographic Studios,Other Services,Other
987654321,12/20/2013,1/15/2014,12/19/2013,81.59,5,TARGET,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/23/2013,1/15/2014,12/21/2013,68.45,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/24/2013,1/15/2014,12/22/2013,21.8,5,WHICH WICH CARMEL,CARMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,12/26/2013,1/15/2014,12/24/2013,54.15,5,SPEEDWAY 07329 100,CARMEL,IN,5542,Automated Fuel Dispensers,Gas Stations,Gas
987654321,12/26/2013,1/15/2014,12/24/2013,21.67,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,12/26/2013,1/15/2014,12/24/2013,59.96,5,TARGET,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,12/27/2013,1/15/2014,12/26/2013,-75.23,6,MACY'S EAST #598,INDIANAPOLIS,IN,5311,Department Stores,Department Stores,Retail
987654321,12/27/2013,1/15/2014,12/26/2013,27,5,FOR THE DOGS INC,ZIONSVILLE,IN,7299,Miscellaneous Personal Services-not Elsewhere Clas,Other Services,Other
987654321,12/30/2013,1/15/2014,12/26/2013,30.96,5,MATT THE MILLERS - CARME,CARMEL,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,12/30/2013,1/15/2014,12/26/2013,36.56,5,FRY'S ELECTRONICS # 43,FISHERS,IN,5732,Electronic Sales,Electric Appliance Stores,Housing
987654321,1/2/2014,1/15/2014,12/30/2013,3.34,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,1/2/2014,1/15/2014,12/31/2013,184.13,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,1/2/2014,1/15/2014,12/31/2013,24.6,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,1/2/2014,1/15/2014,1/1/2014,59.31,5,MEIJER #138,FORT WAYNE,IN,5542,Automated Fuel Dispensers,Gas Stations,Gas
987654321,1/2/2014,1/15/2014,1/1/2014,52,5,FOR THE DOGS INC,ZIONSVILLE,IN,7299,Miscellaneous Personal Services-not Elsewhere Clas,Other Services,Other
987654321,1/3/2014,1/15/2014,1/1/2014,17.46,5,STEAK-N-SHAKE#0315 Q99,FT WAYNE,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,1/3/2014,1/15/2014,1/1/2014,3.16,5,NEY OIL COMPANY        E,DEFIANCE,OH,5542,Automated Fuel Dispensers,Gas Stations,Gas
987654321,1/6/2014,1/15/2014,1/2/2014,11.86,5,MCDONALD'S F14158,WARREN,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,1/6/2014,1/15/2014,1/3/2014,63.36,5,MICHIGAN ROAD 66,ZIONSVILLE,IN,5542,Automated Fuel Dispensers,Gas Stations,Gas
987654321,1/6/2014,1/15/2014,1/3/2014,34.29,5,ROSELLIS PIZZA,CARMEL,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,1/6/2014,1/15/2014,1/4/2014,6.95,5,NOBLE KNITS,8668656487,PA,6533,Payment Transaction - Merchant,Professional Services,Professional Services
987654321,1/9/2014,1/15/2014,1/7/2014,36.8,5,MARSH #034,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,1/10/2014,1/15/2014,1/10/2014,-3909.72,65,PAYMENT - THANK YOU,,,,#N/A,#N/A,#N/A
987654321,1/13/2014,1/15/2014,1/10/2014,3.15,5,PANERA BREAD #1069,INDIANAPOLIS,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,1/13/2014,1/15/2014,1/11/2014,12,5,GAN*INDIANANEWSPAPRCIR,888-426-0491,IN,5968,Direct Marketing ? Continuity/Subscription Merchant,Mail Orders,Retail
987654321,1/13/2014,1/15/2014,1/12/2014,18.95,5,ONSTAR,888-4ONSTAR,MI,4899,Cable and other pay television (previously Cable Services),Utilities,Housing
987654321,1/15/2014,1/15/2014,1/13/2014,283.52,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,1/21/2014,2/12/2014,1/16/2014,2.86,5,MICHAELS STORES 5807,INDIANAPOLIS,IN,5970,Artist?s Supply and Craft Shops,Other Retail,Retail
987654321,1/21/2014,2/12/2014,1/16/2014,32.81,5,ABUELOS INDIANAPOLIS,INDIANAPOLIS,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,1/21/2014,2/12/2014,1/16/2014,39.36,5,BEDBATH&BEYOND#0814,INDIANAPOLIS,IN,5999,Miscellaneous and Specialty Retail Stores,Other Retail,Retail
987654321,1/21/2014,2/12/2014,1/16/2014,9.49,5,BEDBATH&BEYOND#0814,INDIANAPOLIS,IN,5999,Miscellaneous and Specialty Retail Stores,Other Retail,Retail
987654321,1/21/2014,2/12/2014,1/17/2014,26.16,5,HOT BOX PIZZA - ZIONSV,ZIONSVILLE,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,1/21/2014,2/12/2014,1/18/2014,49.69,5,VILLAGE PANTRY 630     E,ZIONSVILLE,IN,5542,Automated Fuel Dispensers,Gas Stations,Gas
987654321,1/21/2014,2/12/2014,1/18/2014,7.27,5,CVS/PHARMACY,ZIONSVILLE,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,1/21/2014,2/12/2014,1/18/2014,20.67,5,FAZOLI'S #1618,INDIANAPOLIS,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,1/21/2014,2/12/2014,1/19/2014,32.97,5,JASON'S DELI - IIC,CARMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,1/22/2014,2/12/2014,1/19/2014,43.85,5,BUYBUYBABY#3051,INDIANAPOLIS,IN,5719,Miscellaneous Home Furnishing Specialty Stores,Interior Furnishing Stores,Housing
987654321,1/22/2014,2/12/2014,1/20/2014,-37.08,6,BANANA REPUBLIC ON-LINE,888-BRSTYLE,OH,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,1/22/2014,2/12/2014,1/20/2014,94.47,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,1/24/2014,2/12/2014,1/22/2014,27.15,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,1/24/2014,2/12/2014,1/23/2014,106.94,5,TARGET,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,1/27/2014,2/12/2014,1/23/2014,553.04,5,VISIONWORKS 588,CARMEL,IN,8043,Opticians and Dispensing,Health Care,Healthcare
987654321,1/27/2014,2/12/2014,1/23/2014,12.07,5,BURGER KING #16334,CARMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,1/28/2014,2/12/2014,1/27/2014,99.46,5,TARGET,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,1/29/2014,2/12/2014,1/27/2014,60.07,5,COMPANION ANIMAL MEDIC,CARMEL,IN,742,Veterinary Services,Other Services,Other
987654321,1/29/2014,2/12/2014,1/27/2014,34.76,5,VILLAGE PANTRY 630     E,ZIONSVILLE,IN,5542,Automated Fuel Dispensers,Gas Stations,Gas
987654321,1/29/2014,2/12/2014,1/27/2014,29.94,5,BEDBATH&BEYOND#0814,INDIANAPOLIS,IN,5999,Miscellaneous and Specialty Retail Stores,Other Retail,Retail
987654321,1/29/2014,2/12/2014,1/27/2014,17.51,5,WENDYS-TFL #0323,CARMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,1/29/2014,2/12/2014,1/27/2014,16.04,5,BOOKS A MIL00004648861,INDIANAPOLIS,IN,5942,Book Stores,Other Retail,Retail
987654321,1/29/2014,2/12/2014,1/27/2014,183.98,5,MARSH #104,INDIANAPOLIS,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,1/31/2014,2/12/2014,1/30/2014,21.79,5,OLLIES BARGAIN OUTLET 15,CARMEL,IN,5310,Discount Stores,Discount Stores,Retail
987654321,2/5/2014,2/12/2014,2/3/2014,22.07,5,WENDYS-TFL #0323,CARMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,2/5/2014,2/12/2014,2/3/2014,214.94,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,2/6/2014,2/12/2014,2/6/2014,-794.37,65,PAYMENT - THANK YOU,,,,#N/A,#N/A,#N/A
987654321,2/10/2014,2/12/2014,2/6/2014,32.53,5,KOHL'S #1178,CARMEL,IN,5311,Department Stores,Department Stores,Retail
987654321,2/10/2014,2/12/2014,2/6/2014,14.78,5,MCDONALD'S M2018.OF IN,INDIANAPOLIS,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,2/10/2014,2/12/2014,2/7/2014,38.08,5,HOT BOX PIZZA - ZIONSV,ZIONSVILLE,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,2/10/2014,2/12/2014,2/8/2014,48.51,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,2/10/2014,2/12/2014,2/8/2014,100.38,5,1154 LILL WEB STORE,CHICAGO,IL,5631,Women?s Accessory and Specialty Shops,Clothing Stores,Retail
987654321,2/10/2014,2/12/2014,2/9/2014,20.67,5,FAZOLI'S #1618,INDIANAPOLIS,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,2/11/2014,2/12/2014,2/10/2014,174.98,5,TARGET,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,2/12/2014,2/12/2014,2/10/2014,50.8,5,SPEEDWAY 01316 W O,ZIONSVILLE,IN,5542,Automated Fuel Dispensers,Gas Stations,Gas
987654321,2/11/2014,2/12/2014,2/11/2014,12,5,GAN*INDIANANEWSPAPRCIR,888-426-0491,IN,5968,Direct Marketing ? Continuity/Subscription Merchant,Mail Orders,Retail
987654321,2/12/2014,2/12/2014,2/11/2014,100.23,5,TILLAMOOK CNTRY SMOKER 4,BAY CITY,OR,5499,Misc. Food Stores ? Convenience Stores and Specialty Markets,Food Stores,Grocery
987654321,2/13/2014,3/14/2014,2/11/2014,-32.53,6,KOHL'S #1178,CARMEL,IN,5311,Department Stores,Department Stores,Retail
987654321,2/13/2014,3/14/2014,2/11/2014,47.65,5,KOHL'S #1178,CARMEL,IN,5311,Department Stores,Department Stores,Retail
987654321,2/14/2014,3/14/2014,2/11/2014,3.85,5,F+W - CONSUMER,BLUE ASH,OH,5968,Direct Marketing ? Continuity/Subscription Merchant,Mail Orders,Retail
987654321,2/14/2014,3/14/2014,2/12/2014,30.36,5,JCPENNEY.COM,COLUMBUS,OH,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,2/14/2014,3/14/2014,2/12/2014,154.99,5,MARSH #021,ZIONSVILLE,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,2/14/2014,3/14/2014,2/13/2014,18.95,5,ONSTAR,888-4ONSTAR,MI,4899,Cable and other pay television (previously Cable Services),Utilities,Housing
987654321,2/18/2014,3/14/2014,2/13/2014,95.87,5,WWW.KOHLS.COM #0873,MIDDLETOWN,OH,5964,Direct Marketing ? Catalog Merchant,Mail Orders,Retail
987654321,2/18/2014,3/14/2014,2/14/2014,28.86,5,AMORE PIZZERIA - ZIONS,ZIONSVILLE,IN,5812,Eating places and Restaurants,Restaurants/Bars,Restaurant
987654321,2/18/2014,3/14/2014,2/16/2014,20.66,5,FAZOLI'S #1618,INDIANAPOLIS,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,2/19/2014,3/14/2014,2/18/2014,56.67,5,TOYS 'R' US,INDIANAPOLIS,IN,5945,"Hobby, Toy, and Game Shops",Sporting Goods/Toy Stores,Retail
987654321,2/19/2014,3/14/2014,2/18/2014,44.38,5,TOYS 'R' US,INDIANAPOLIS,IN,5945,"Hobby, Toy, and Game Shops",Sporting Goods/Toy Stores,Retail
987654321,2/20/2014,3/14/2014,2/18/2014,-38.51,6,BUYBUYBABY#3051,INDIANAPOLIS,IN,5719,Miscellaneous Home Furnishing Specialty Stores,Interior Furnishing Stores,Housing
987654321,2/20/2014,3/14/2014,2/18/2014,-45.98,6,TOYS 'R' US,INDIANAPOLIS,IN,5945,"Hobby, Toy, and Game Shops",Sporting Goods/Toy Stores,Retail
987654321,2/20/2014,3/14/2014,2/18/2014,9.03,5,BUYBUYBABY#3051,INDIANAPOLIS,IN,5719,Miscellaneous Home Furnishing Specialty Stores,Interior Furnishing Stores,Housing
987654321,2/21/2014,3/14/2014,2/18/2014,9.79,5,BURGER KING #16334,CARMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,2/20/2014,3/14/2014,2/19/2014,45.42,5,CVS PHARMACY #1367,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,2/21/2014,3/14/2014,2/19/2014,31.16,5,CVS/PHARMACY,CARMEL,IN,5912,Drug Stores and Pharmacies,Drug Stores,Healthcare
987654321,2/21/2014,3/14/2014,2/19/2014,20,5,NBCH DONATION DREAM GIVE,GRAVETTE,AR,8398,Charitable And Social Service Organizations,Other Services,Other
987654321,2/21/2014,3/14/2014,2/20/2014,46.81,5,TARGET,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,2/24/2014,3/14/2014,2/20/2014,-15.07,6,KOHL'S #0084,CARMEL,IN,5311,Department Stores,Department Stores,Retail
987654321,2/24/2014,3/14/2014,2/20/2014,9.13,5,MCDONALD'S F5770,CAMEL,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
987654321,2/24/2014,3/14/2014,2/20/2014,36.99,5,COMPANION ANIMAL MEDIC,CARMEL,IN,742,Veterinary Services,Other Services,Other
987654321,2/24/2014,3/14/2014,2/23/2014,32.71,5,TARGET,CARMEL,IN,5411,Grocery Stores/Supermarkets,Food Stores,Grocery
987654321,2/24/2014,3/14/2014,2/23/2014,17.94,5,FAZOLI'S #1618,INDIANAPOLIS,IN,5814,Fast Food Restaurants,Restaurants/Bars,Restaurant
